Title,Link,year,abstract,authors,abstract_source,has_microgravity,has_radiation,has_bone,has_plant,abstract_word_count
Detection of Genes in Arabidopsis thaliana L. Responding to DNA Damage from Radiation and Other Stressors in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8234954/,2020,Ionizing radiation present in extraterrestrial environment is an important factor that affects plants grown in spaceflight. Pearson correlation-based gene regulatory network inferencing from transcriptional responses of the plant Arabidopsis ...,,pmc,False,True,False,False,30
"The Effect of spaceflight on mouse olfactory bulb volume, neurogenesis, and cell death indicates the protective effect of novel environment.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4152162/,2020,"Space missions necessitate physiological and psychological adaptations to environmental factors not present on Earth, some of which present significant risks for the central nervous system (CNS) of crewmembers. One CNS region of interest is the ...",,pmc,False,False,False,False,36
"Effects of low-dose rate Œ≥-irradiation combined with simulated microgravity on markers of oxidative stress, DNA methylation potential, and remodeling in the mouse heart",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5498037/,2020,"Space travel is associated with an exposure to low-dose rate ionizing radiation and the microgravity environment, both of which may lead to impairments in cardiac function. We used a mouse model to determine short- and long-term cardiac effects to ...",,pmc,True,True,False,False,40
Characterization of mouse ocular response to a 35-day spaceflight mission: Evidence of blood-retinal barrier disruption and ocular adaptations.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6547757/,2020,The health risks associated with spaceflight-induced ocular structural and functional damage has become a recent concern for NASA. The goal of the present study was to characterize the effects of spaceflight and reentry to 1 g on the structure and ...,,pmc,False,False,False,False,41
Mice Exposed to Combined Chronic Low-Dose Irradiation and Modeled Microgravity Develop Long-Term Neurological Sequelae.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6747492/,2020,Spaceflight poses many challenges for humans. Ground-based analogs typically focus on single parameters of spaceflight and their associated acute effects. This study assesses the long-term transcriptional effects following single and combination ...,,pmc,True,True,False,False,32
"Spaceflight influences gene expression, photoreceptor integrity, and oxidative stress-related damage in the murine retina.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6746706/,2020,Extended spaceflight has been shown to adversely affect astronaut visual acuity. The purpose of this study was to determine whether spaceflight alters gene expression profiles and induces oxidative damage in the retina. Ten week old adult C57BL/6 ...,,pmc,False,False,False,False,38
Evaluating ocular response in the retina and optic nerve head after single and fractionated high-energy protons,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8400407/,2020,"There are serious concerns about possible late radiation damage to ocular tissue from prolonged space radiation exposure, and occupational and medical procedures. This study aimed to investigate the effects of whole-body high-energy proton exposure ...",,pmc,False,False,False,False,35
Characterization of gene expression profiles in the mouse brain after 35 days of spaceflight mission.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9365836/,2020,It has been proposed that neuroinflammatory response plays an important role in the neurovascular remodeling in the brain after stress. The goal of the present study was to characterize changes in the gene expression profiles associated with ...,,pmc,False,False,False,False,38
A multi-omics longitudinal study of the murine retinal response to chronic low-dose irradiation and simulated microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9547011/,2020,The space environment includes unique hazards like radiation and microgravity which can adversely affect biological systems. We assessed a multi-omics NASA GeneLab dataset where mice were hindlimb unloaded and/or gamma irradiated for 21 days ...,,pmc,True,True,False,False,35
Evidence of spaceflight-induced adverse effects on photoreceptors and retinal function in the mouse eye.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10138634/,2020,"The goal of the present study was to characterize acute oxidative damage in ocular structure and retinal function after exposure to spaceflight, and to evaluate the efficacy of an antioxidant in reducing spaceflight-induced changes in the retina. ...",,pmc,False,False,False,False,38
Effects of spaceflight on the brain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12031868/,2020,"Under conditions of weightlessness human position sense appears to deteriorate. This was tested, employing three methods of measurement: two-arm matching, one-arm pointing and one-arm repositioning, carried out during parabolic flight. In ...",,pmc,False,False,False,False,32
Routine omics collection is a golden opportunity for European human research in space and analog environments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9583032/,2020,"Widespread generation and analysis of omics data have revolutionized molecular medicine on Earth, yet its power to yield new mechanistic insights and improve occupational health during spaceflight is still to be fully realized in humans. ...",,pmc,False,False,False,False,36
Spatial omics technologies at multimodal and single cell/subcellular level.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9746133/,2020,Spatial omics technologies enable a deeper understanding of cellular organizations and interactions within a tissue of interest. These assays can identify specific compartments or regions in a tissue with differential transcript or protein ...,,pmc,False,False,False,False,34
Genomic characterization and radiation tolerance of Naganishia kalamii sp. nov. and Cystobasidium onofrii sp. nov. from Mars 2020 mission assembly facilities.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10422843/,2020,"During the construction and assembly of the Mars 2020 mission components at two different NASA cleanrooms, several fungal strains were isolated. Based on their colony morphology, two strains that showed yeast-like appearance were further ...",,pmc,False,True,False,False,35
"Genome and clonal hematopoiesis stability contrasts with immune, cfDNA, mitochondrial, and telomere length changes during short duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11022651/,2020,"The Inspiration4 (I4) mission, the first all-civilian orbital flight mission, investigated the physiological effects of short-duration spaceflight through a multi-omic approach. Despite advances, there remains much to learn about human adaptation to ...",,pmc,False,False,False,False,33
Inspiration4 data access through the NASA Open Science Data Repository,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,2020,"The increasing accessibility of commercial and private space travel necessitates a profound understanding of its impact on human health. The NASA Open Science Data Repository (OSDR) provides transparent and FAIR access to biological studies, notably ...",,cache,False,False,False,False,36
Molecular and physiologic changes in the SpaceX Inspiration4 civilian crew,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357997/,2020,"Human spaceflight has historically been managed by government agencies, such as in the NASA Twins Study1, but new commercial spaceflight opportunities have opened spaceflight to a broader population. In 2021, the SpaceX Inspiration4 mission launched ...",,pmc,False,False,False,False,36
Telomeric RNA (TERRA) increases in response to spaceflight and high-altitude climbing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167063/,2020,"Telomeres are repetitive nucleoprotein complexes at chromosomal termini essential for maintaining genome stability. Telomeric RNA, or TERRA, is a previously presumed long noncoding RNA of heterogeneous lengths that contributes to end-capping ...",,pmc,False,False,False,False,32
Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166909/,2020,"Spaceflight can change metabolic, immunological, and biological homeostasis and cause skin rashes and irritation, yet the molecular basis remains unclear. To investigate the impact of short-duration spaceflight on the skin, we conducted skin ...",,pmc,False,False,False,False,34
Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/,2020,"Maintenance of astronaut health during spaceflight will require monitoring and potentially modulating their microbiomes. However, documenting microbial shifts during spaceflight has been difficult due to mission constraints that lead to limited ...",,pmc,False,False,False,False,32
Spatiotemporal expression and control of haemoglobin in space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166948/,2020,"It is now widely recognised that the environment in space activates a diverse set of genes involved in regulating fundamental cellular pathways. This includes the activation of genes associated with blood homeostasis and erythropoiesis, with a ...",,pmc,False,False,False,False,37
"Single-cell multi-ome and immune profiles of the Inspiration4 crew reveal conserved, cell-type, and sex-specific responses to spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166952/,2020,"Spaceflight induces an immune response in astronauts. To better characterize this effect, we generated single-cell, multi-ome, cell-free RNA (cfRNA), biochemical, and hematology data for the SpaceX Inspiration4 (I4) mission crew. We found that 18 ...",,pmc,False,False,False,False,35
Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/,2020,"Microgravity is associated with immunological dysfunction, though the mechanisms are poorly understood. Here, using single-cell analysis of human peripheral blood mononuclear cells (PBMCs) exposed to short term (25 hours) simulated microgravity, we ...",,pmc,True,False,False,False,33
The Space Omics and Medical Atlas (SOMA) and international astronaut biobank,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/,2020,"Spaceflight induces molecular, cellular and physiological shifts in astronauts and poses myriad biomedical challenges to the human body, which are becoming increasingly relevant as more humans venture into space1–6. Yet current frameworks for ...",,pmc,False,False,False,False,34
"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/,2020,"As spaceflight becomes more common with commercial crews, blood-based measures of crew health can guide both astronaut biomedicine and countermeasures. By profiling plasma proteins, metabolites, and extracellular vesicles/particles (EVPs) from the ...",,pmc,False,False,False,False,32
Astronaut omics and the impact of space on the human body at scale,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166943/,2020,"Future multi-year crewed planetary missions will motivate advances in aerospace nutrition and telehealth. On Earth, the Human Cell Atlas project aims to spatially map all cell types in the human body. Here, we propose that a parallel Human Cell ...",,pmc,False,False,False,False,40
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,2020,"Spaceflight poses a unique set of challenges to humans and the hostile spaceflight environment can induce a wide range of increased health risks, including dermatological issues. The biology driving the frequency of skin issues in astronauts is ...",,pmc,False,False,False,False,38
"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/,2020,Missions into Deep Space are planned this decade. Yet the health consequences of exposure to microgravity and galactic cosmic radiation (GCR) over years-long missions on indispensable visceral organs such as the kidney are largely unexplored. We ...,,pmc,False,False,False,False,37
Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,2020,"Organismal adaptations to spaceflight have been characterized at the molecular level in model organisms, including Drosophila and C. elegans. Here, we extend molecular work to energy metabolism and sex hormone signaling in mice and humans. We found ...",,pmc,False,False,False,False,38
Protective alleles and precision healthcare in crewed spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/,2020,"Common and rare alleles are now being annotated across millions of human genomes, and omics technologies are increasingly being used to develop health and treatment recommendations. However, these alleles have not yet been systematically ...",,pmc,False,False,False,False,35
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,2020,[Abstract unavailable - Title]: To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants,,fallback,False,False,False,False,20
Growth chambers on the International Space Station for large plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/,2020,Planning long-term space flights necessarily includes issues of providing food for the crew. One of the areas of research is the development of technologies for independent production of food by the crew. Extensive research on lettuce has confirmed ...,,pmc,False,False,False,True,39
Microbiological and nutritional analysis of lettuce crops grown on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/,2020,"The ability to grow safe, fresh food to supplement packaged foods of astronauts in space has been an important goal for NASA. Food crops grown in space experience different environmental conditions than plants grown on Earth (e.g., reduced gravity, ...",,pmc,False,False,False,False,40
Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/,2020,"How the polyamine cadaverine alters plant development is poorly understood. Here it is shown that natural variation in ORGANIC CATION TRANSPORTER 1 affects root length sensitivity to exogenous cadaverine. Key words: Arabidopsis, cadaverine, natural ...",,pmc,False,False,False,False,35
Auxin: Shape matters.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/,2020,"We evaluated the effect of AsiMax 50®, a commercial formulation of 2,4-D (2,4-dichlorophenoxyacetic acid), on the structure of both micro + nano phytoplankton (>2 μm; species composition and abundance) and cytometric populations (photosynthetic ...",,pmc,False,False,False,False,34
Gravity signaling in flowering plant roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,2008,"Root gravitropism relies on gravity perception by the root cap and requires tightly regulated phytohormone signaling. Here, we isolate a rice mutant that displays root coiling in hydroponics but normal gravitropic growth in soil. We identify COILING ...",,cache,False,False,False,True,38
Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/,2020,"Cadaverine, a polyamine, has been linked to modification of root growth architecture and response to environmental stresses in plants. However, the molecular mechanisms that govern the regulation of root growth by cadaverine are largely unexplored. ...",,pmc,False,False,False,False,36
Low-speed clinorotation of Brachypodium distachyon and Arabidopsis thaliana seedlings triggers root tip curvatures that are reminiscent of gravitropism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/,2020,"Clinostats are instruments that continuously rotate biological specimens along an axis, thereby averaging their orientation relative to gravity over time. Our previous experiments indicated that low-speed clinorotation may itself trigger directional ...",,pmc,False,False,False,False,32
New device for high-throughput viability screening of flow biofilms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/,2020,Control of biofilms requires rapid methods to identify compounds effective against them and to isolate resistance-compromised mutants for identifying genes involved in enhanced biofilm resistance. While rapid screening methods for microtiter plate ...,,pmc,False,False,False,False,33
Sigma S-dependent antioxidant defense protects stationary-phase Escherichia coli against the bactericidal antibiotic gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/,2020,"Stationary-phase bacteria are important in disease. The σs-regulated general stress response helps them become resistant to disinfectants, but the role of σs in bacterial antibiotic resistance has not been elucidated. Loss of σs rendered ...",,pmc,False,False,False,False,35
Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/,2020,"Mammalian cells employ an array of biological mechanisms to detect and respond to mechanical loading in their environment. One such mechanism is the formation of plasma membrane disruptions (PMD), which foster a molecular flux across cell membranes ...",,pmc,False,False,False,False,38
Microgravity alters the expression of salivary proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,2020,This study was conducted to determine if the morphology and biochemistry of the mouse submandibular gland is affected by microgravity and the spaceflight environment. Tissues from female mice flown on the US space shuttle missions Space ...,,pmc,True,False,False,False,37
Salivary Gland Protein Expression after Bion-M1 and Space Shuttle STS-135 Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,2020,This study was conducted to determine if the morphology and biochemistry of the mouse submandibular gland is affected by microgravity and the spaceflight environment. Tissues from female mice flown on the US space shuttle missions Space ...,,cache,False,False,False,False,37
Response of the mouse sublingual gland to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/,2020,The ultrastructure and immunohistochemistry of secretory proteins of sublingual glands were studied in mice flown on the US space shuttles Discovery (Space Transportation System [STS]-131) and Atlantis (STS-135). No differences in mucous acinar or ...,,pmc,False,False,False,False,35
Effects of spaceflight on the mouse submandibular gland,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/,2020,"Introduction: Space is a unique environment characterized by isolation from community life and exposure to circadian misalignment, microgravity, and space radiation. These multiple differences from those experienced on the earth may cause systemic ...",,pmc,False,False,False,False,34
"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/,2020,"Among the many stressors astronauts are exposed to during spaceflight, cosmic radiation may lead to various serious health effects. Specifically, space radiation may contribute to decreased immunity, which has been documented in astronauts during ...",,pmc,False,True,False,False,35
The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,2020,"Spaceflight impacts astronauts in many ways but little is known on how spaceflight affects the salivary microbiome and the consequences of these changes on astronaut health, such as viral reactivation. In order to understand this, the salivary ...",,pmc,False,False,False,False,38
The cyclic nucleotide-gated channel CNGC14 regulates root gravitropism in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/,2020,Plant roots navigate in the soil environment following the gravity vector. Cell divisions in the meristem and rapid cell growth in the elongation zone propel the root tips through the soil. Actively elongating cells acidify their apoplast to enable ...,,pmc,False,False,False,False,40
Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,2020,"Measurements of telomere length in skeletal muscle stem cells (MuSCs), a rare cell population within muscles, provide insights into cellular dysfunction in diseased conditions. Here, we describe a protocol (cryosection muscle quantitative ...",,pmc,False,False,True,False,33
Persistent NF-Œ∫B activation in muscle stem cells induces proliferation-independent telomere shortening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,2020,"During the repeated cycles of damage and repair in many muscle disorders, including Duchenne muscular dystrophy (DMD), the muscle stem cell (MuSC) pool becomes less efficient at responding to and repairing damage. The underlying mechanism of such ...",,pmc,False,False,False,False,38
Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,2020,"Muscle stem cells (MuSCs) are essential for tissue homeostasis and regeneration, but the potential contribution of MuSC morphology to in vivo function remains unknown. Here, we demonstrate that quiescent MuSCs are morphologically heterogeneous and ...",,pmc,False,False,True,False,35
"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,2020,"Astronauts are exposed to harsh conditions, including cosmic radiation and microgravity. Spaceflight elongates human telomeres in peripheral blood, which shorten upon return to Earth and approach baseline levels during postflight recovery. ...",,pmc,False,True,True,False,32
Ethylene-induced flavonol accumulation in guard cells suppresses reactive oxygen species and modulates stomatal aperture,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,2020,"In the epidermis of Arabidopsis leaves, flavonols specifically accumulate in guard cells with enhanced synthesis in the presence of ethylene, where they lower the levels of reactive oxygen species and reduce the rate of stomatal closure.",,pmc,False,False,False,False,36
Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,2020,"Fundamental mechanisms associated with gravitropism in woody stems of Populus involve relocalization of the PIN3 auxin transporter and interacting roles for auxin, gibberellic acid, and the ARBORKNOX2 transcription factor in regulating fiber ...",,pmc,False,False,False,False,33
Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,2020,"To sustain normal growth and allow rapid responses to environmental cues, plants alter the plasma membrane protein composition under different conditions presumably by regulation of delivery, stability, and internalization. Exocytosis is a conserved ...",,pmc,False,False,False,False,34
"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,2020,"Auxin is transported in plants with distinct polarity, defined by transport proteins of the PIN-formed (PIN) family. Components of the complex trafficking machinery responsible for polar PIN protein localization have been identified by genetic ...",,pmc,False,False,False,False,35
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,2020,"COVID-19, the disease caused by SARS-CoV-2, has claimed approximately 5 million lives and 257 million cases reported globally. This virus and disease have significantly affected people worldwide, whether directly and/or indirectly, with a virulent ...",,pmc,False,False,False,False,35
Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,2020,"Microgravity is known to affect the organization of the cytoskeleton, cell and nuclear morphology and to elicit differential expression of genes associated with the cytoskeleton, focal adhesions and the extracellular matrix. Although the nucleus is ...",,pmc,True,False,False,False,36
"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,2020,The ability of terrestrial microorganisms to grow in the near-surface environment of Mars is of importance to the search for life and protection of that planet from forward contamination by human and robotic exploration. Because most water on ...,,pmc,False,False,False,False,39
Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,2020,"We report the complete genome sequence of Carnobacterium gilichinskyi strain WN1359, previously isolated from Siberian permafrost and capable of growth under cold (0°C), anoxic, CO2-dominated, low-pressure (0.7-kPa) conditions in a simulation of the ...",,pmc,False,False,False,False,34
"Exposure of Bacillus subtilis to low pressure (5 kilopascals) induces several global regulons, including those involved in the SigB-mediated general stress response",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/,2020,"Studies of how microorganisms respond to pressure have been limited mostly to the extreme high pressures of the deep sea (i.e., the piezosphere). In contrast, despite the fact that the growth of most bacteria is inhibited at pressures below ∼2.5 ...",,pmc,False,False,False,False,41
"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/,2020,"The roles of various core components, including α/β/γ-type small acid-soluble spore proteins (SASP), dipicolinic acid (DPA), core water content, and DNA repair by apurinic/apyrimidinic (AP) endonucleases or nonhomologous end joining (NHEJ), in ...",,pmc,False,True,False,False,33
Cultivation of Staphylococcus epidermidis in the human spaceflight environment leads to alterations in the frequency and spectrum of spontaneous rifampicin-resistance mutations in the rpoB gene,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,2020,Bacteria of the genus Staphylococcus are persistent inhabitants of human spaceflight habitats and represent potential opportunistic pathogens. The effect of the human spaceflight environment on the growth and the frequency of mutations to antibiotic ...,,pmc,False,False,False,False,35
Experimental Evolution of Bacillus subtilis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/,2020,"As global temperatures rise due to climate change, understanding how bacteria respond to heat is essential. Bacteria are critical to ecosystems, helping recycle nutrients, break down organic matter, and support plant growth. If they struggle to ...",,pmc,False,False,False,False,37
Cultivation in space flight produces minimal alterations in the susceptibility of Bacillus subtilis cells to 72 different antibiotics and growth-inhibiting compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/,2020,"Past results have suggested that bacterial antibiotic susceptibility is altered during space flight. To test this notion, Bacillus subtilis cells were cultivated in matched hardware, medium, and environmental conditions either in space flight ...",,pmc,False,False,False,False,34
Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,2020,"The effect of Bacillus subtilis exposure to the human spaceflight environment on growth, mutagenic frequency, and spectrum of mutations to rifampicin resistance (RifR) was investigated. B. subtilis cells were cultivated in Biological Research in ...",,pmc,False,False,False,False,35
Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,2020,"Our understanding of the mechanisms of microgravity perception and response in prokaryotes (Bacteria and Archaea) lag behind those which have been elucidated in eukaryotic organisms. In this hypothesis paper, we: (i) review how eukaryotic cells ...",,pmc,False,False,False,False,36
Environmental dependence of competitive fitness in rifampin-resistant rpoB mutants of Bacillus subtilis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,2020,"RNA polymerase (RNAP) is a highly conserved macromolecular machine that contributes to the flow of genetic information from genotype to phenotype. In Bacillus subtilis, mutations in the rpoB gene encoding the β-subunit of RNAP have been shown to ...",,pmc,False,False,False,False,39
Analysis of interactions of Salmonella type three secretion mutants with 3-D intestinal epithelial cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/,2020,"The prevailing paradigm of Salmonella enteropathogenesis based on monolayers asserts that Salmonella pathogenicity island-1 Type Three Secretion System (SPI-1 T3SS) is required for bacterial invasion into intestinal epithelium. However, little is ...",,pmc,False,False,False,False,32
Organotypic 3D cell culture models: using the rotating wall vessel to study host-pathogen interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,2020,"Human papillomavirus (HPV) infection occurs in differentiating epithelial tissues, and cancers caused by the high-risk types (e.g., HPV16 and HPV18) typically occur at oropharyngeal and anogenital anatomical sites. The HPV life cycle is ...",,pmc,False,False,False,False,34
Induction of attachment-independent biofilm formation and repression of Hfq expression by low-fluid-shear culture of Staphylococcus aureus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,2020,"The opportunistic pathogen Staphylococcus aureus encounters a wide variety of fluid shear levels within the human host, and they may play a key role in dictating whether this organism adopts a commensal interaction with the host or transitions to ...",,pmc,False,False,False,False,40
Characterization of the Salmonella enterica serovar Typhimurium ydcI gene which encodes a conserved DNA binding protein required for full acid stress resistance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,2020,"Salmonella enterica serovar Typhimurium possesses a stimulon of genes that are differentially regulated in response to conditions of low fluid shear force that increase bacterial virulence and alter other phenotypes. In this study, we show that a ...",,pmc,False,False,False,False,38
Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,2020,"Investigation into the causes underlying the rapid, global amphibian decline provides critical insight into the effects of changing ecosystems. Hypothesized and confirmed links between amphibian declines, disease, and environmental changes are ...",,pmc,False,False,False,False,32
Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,2020,"Assessing bacterial behavior in microgravity is important for risk assessment and prevention of infectious diseases during spaceflight missions. Furthermore, this research field allows the unveiling of novel connections between low-fluid-shear ...",,pmc,False,False,False,False,31
New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,2020,"Extra-intestinal pathogenic E. coli (ExPEC), including avian pathogenic E. coli (APEC), pose a considerable threat to both human and animal health, with illness causing substantial economic loss. APEC strain χ7122 (O78∶K80∶H9), containing three ...",,pmc,False,False,False,False,34
Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,2020,"TOC summary: The 3-dimensional intestinal model is not sufficient as a virus replication system for developing vaccines or drugs to control human norovirus infections. Keywords: norovirus replication, 3-D intestinal epithelial cell culture, INT-407, ...",,pmc,False,False,False,False,34
Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,2020,"Low fluid shear force, including that encountered in microgravity models, induces bacterial responses, but the range of bacteria capable of responding to this signal remains poorly characterized. We systematically analyzed a range of Gram negative ...",,pmc,True,False,False,False,36
Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,2020,"Why is a healthy person protected from Pseudomonas aeruginosa infections, while individuals with cystic fibrosis or damaged epithelium are particularly susceptible to this opportunistic pathogen? In order to address this question, it is essential to ...",,pmc,False,False,False,False,36
Effects of Sex and Gender on Adaptation to Space: Immune System,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/,2020,"To address urgent need for strategies to limit mortality from coronavirus disease 2019 (COVID-19), this review describes experimental, clinical and epidemiological evidence that suggests that chronic sub-optimal hydration in the weeks before ...",,pmc,False,False,False,False,33
